🏆🔞动作片场,#genre#
万里归途2022(HD国语),https://yzzy.play-cdn13.com/20221216/1041_8ebcfe2f/index.m3u8
庄稼之岛2014(HD中字),https://yzzy.play-cdn12.com/20221215/10960_9a6dc61b/index.m3u8
远离人迹2014(HD中字),https://yzzy.play-cdn13.com/20221213/657_2e7867ca/index.m3u8
严密监视的列车1966(HD中字),https://yzzy.play-cdn13.com/20221213/642_f30cb30d/index.m3u8
金橘2013(HD中字),https://yzzy.play-cdn13.com/20221213/644_4bc12cd0/index.m3u8
红樱桃1995(HD国语),https://yzzy.play-cdn12.com/20221212/9736_3ed1d2b4/index.m3u8
圣女贞德1999(HD中字),https://yzzy.play-cdn10.com/20221211/18660_092620ba/index.m3u8
圣女贞德1999(HD国语),https://yzzy.play-cdn10.com/20221211/18659_00ff894a/index.m3u8
二二六1989(HD中字),https://yzzy.play-cdn12.com/20221210/9056_2995d16f/index.m3u8
内部战争2020(HD独家中字),https://yzzy.play-cdn9.com/20221208/22001_3943c682/index.m3u8
无境之兽2015(HD中字),https://yzzy.play-cdn10.com/20221207/17711_51522c49/index.m3u8
阿登的狂挫2014(HD中字),https://yzzy.play-cdn12.com/20221204/8296_da2f25cf/index.m3u8
海狼行动2022(HD中字),https://yzzy.play-cdn12.com/20221204/8267_01af6571/index.m3u8
兴安岭上2021(HD国语版),https://yzzy.play-cdn11.com/20221130/13632_216ed9dc/index.m3u8
杀出重围2017(HD国语版),https://yzzy.play-cdn11.com/20221129/13472_ae41a9ed/index.m3u8
我的军号2011(HD国语版),https://yzzy.play-cdn11.com/20221129/13474_54d52e5c/index.m3u8
烽火天龙山2021(HD国语版),https://yzzy.play-cdn11.com/20221127/13075_4847662d/index.m3u8
犬王1993(HD国语版),https://yzzy.play-cdn11.com/20221127/13079_525048b1/index.m3u8
生死千里1995(HD国语版),https://yzzy.play-cdn11.com/20221127/13080_c4a63258/index.m3u8
杨子荣2000(HD国语版),https://yzzy.play-cdn11.com/20221127/13083_2fca01f0/index.m3u8
马石山十勇士2007(HD国语),https://yzzy.play-cdn10.com/20221127/15824_b8ae33c6/index.m3u8
边境迷雾2018(HD中字版),https://yzzy.play-cdn2.com/20220412/12239_f4907121/index.m3u8
边境迷雾2018(HD国语),https://yzzy.play-cdn10.com/20221125/14683_be5d5181/index.m3u8
狂怒2014(HD中字版),https://yzzy.play-cdn2.com/20220502/17762_1318d085/index.m3u8
狂怒2014(HD国语),https://yzzy.play-cdn10.com/20221125/14688_2a3ad6f6/index.m3u8
猎杀T34  2019(HD中字版),https://yzzy.play-cdn2.com/20220412/12195_63ffc091/index.m3u8
猎杀T34  2019(HD国语),https://yzzy.play-cdn10.com/20221125/14689_9248a71e/index.m3u8
苏捷斯卡战役1973(HD国语),https://yzzy.play-cdn10.com/20221124/14432_b1b2d71b/index.m3u8
杨成武强攻东团堡2008(HD国语),https://yzzy.play-cdn9.com/20221124/16741_6e0abd2b/index.m3u8
战将周希汉2013(HD国语),https://yzzy.play-cdn9.com/20221124/16750_8e756bbc/index.m3u8
朱程浴血冀鲁豫2012(HD国语),https://yzzy.play-cdn9.com/20221124/16757_1dbd2ffd/index.m3u8
胡奇才决战新开岭2016(HD国语版),https://yzzy.play-cdn11.com/20221123/11281_0a6a57f0/index.m3u8
开往克拉列沃的列车1981(HD国语),https://yzzy.play-cdn10.com/20221123/14263_f696d9aa/index.m3u8
强渡乌江之对岸2016(HD国语),https://yzzy.play-cdn10.com/20221123/14269_3520af3e/index.m3u8
小士兵2019(HD国语),https://yzzy.play-cdn10.com/20221123/14280_7ee911bd/index.m3u8
神勇投弹手2012(HD国语版),https://yzzy.play-cdn11.com/20221123/11286_6446b184/index.m3u8
夜袭机场1968(HD国语),https://yzzy.play-cdn10.com/20221123/14219_c1dcd7c3/index.m3u8
围剿2006(HD国语),https://yzzy.play-cdn10.com/20221123/14213_1d28f377/index.m3u8
飞虎队谍战2008(HD国语版),https://yzzy.play-cdn11.com/20221122/11062_c1a19519/index.m3u8
坚不可摧2018(HD中字),https://yzzy.play-cdn12.com/20221120/4272_9f156e69/index.m3u8
坚不可摧2018(HD国语),https://yzzy.play-cdn10.com/20221123/14204_862a6545/index.m3u8
国宝险途2020(HD国语),https://yzzy.play-cdn10.com/20221123/14198_b8ab3e42/index.m3u8
铁血大动脉1998(HD国语版),https://yzzy.play-cdn11.com/20221122/11069_78b5be92/index.m3u8
西地突围2014(HD国语版),https://yzzy.play-cdn11.com/20221122/11070_5a8b5d81/index.m3u8
许世友出拳2003(HD国语版),https://yzzy.play-cdn11.com/20221122/11072_e8fa713a/index.m3u8
八子2019(HD国语),https://yzzy.play-cdn10.com/20221123/14174_3206ecd0/index.m3u8
勇士2016(HD国语),https://yzzy.play-cdn10.com/20221123/14123_26e80d4a/index.m3u8
太平洋的奇迹2011(HD中字),https://yzzy.play-cdn9.com/20221122/16362_3703c87d/index.m3u8
仗义英雄1992(HD国语版),https://yzzy.play-cdn11.com/20221122/10776_90a28dfc/index.m3u8
亮剑之英雄虎胆2022(HD国语),https://yzzy.play-cdn9.com/20221122/16325_ac82572d/index.m3u8
东江密令之叛变2015(HD国语版),https://yzzy.play-cdn11.com/20221120/10333_ff39a0bd/index.m3u8
东江密令之江湖2017(HD国语版),https://yzzy.play-cdn11.com/20221120/10332_cdfb946b/index.m3u8
东江密令之对手2016(HD国语版),https://yzzy.play-cdn11.com/20221120/10331_7df32300/index.m3u8
东江密令之断尾2017(HD国语版),https://yzzy.play-cdn11.com/20221120/10330_bf68a51b/index.m3u8
东江密令之复仇2015(HD国语版),https://yzzy.play-cdn11.com/20221120/10328_9dd6d4ca/index.m3u8
小戏骨：我要当红军2017第01集(HD国语版),https://yzzy.play-cdn11.com/20221119/9875_a13e0fe5/index.m3u8
小戏骨：我要当红军2017第02集(HD国语版),https://yzzy.play-cdn11.com/20221119/9878_3a95d068/index.m3u8
小戏骨：我要当红军2017第03集(HD国语版),https://yzzy.play-cdn11.com/20221119/9876_967ca67e/index.m3u8
小戏骨：我要当红军2017第04集(HD国语版),https://yzzy.play-cdn11.com/20221119/9877_cd961320/index.m3u8
小戏骨：洪湖赤卫队2016(HD国语版),https://yzzy.play-cdn11.com/20221119/9836_43997da8/index.m3u8
八月的雾2016(HD中字),https://yzzy.play-cdn10.com/20221119/12727_3b82097c/index.m3u8
战争机器2017(HD中字),https://yzzy.play-cdn10.com/20221118/12595_6c657c83/index.m3u8
八女投江1987(HD国语版),https://yzzy.play-cdn11.com/20221117/9141_86215dc3/index.m3u8
八月一日2007(HD国语版),https://yzzy.play-cdn11.com/20221117/9139_5adb39fa/index.m3u8
贝伦施泰因2021(HD中字),https://yzzy.play-cdn9.com/20221117/15775_d093496a/index.m3u8
军列杀出重围1993(HD国语版),https://yzzy.play-cdn11.com/20221115/8402_0f6b132e/index.m3u8
兵临城下1964(HD国语版),https://yzzy.play-cdn11.com/20221115/8399_894b0ed0/index.m3u8
冰雪金达莱1963(HD国语版),https://yzzy.play-cdn11.com/20221115/8398_c6a5ad0e/index.m3u8
刀光虎影1982(HD国语版),https://yzzy.play-cdn11.com/20221115/8147_7e53cddc/index.m3u8
刘胡兰1950(HD国语版),https://yzzy.play-cdn11.com/20221115/8153_4815c3fc/index.m3u8
奥斯曼中尉2017(HD中字),https://yzzy.play-cdn12.com/20221115/2730_d3ab7bf6/index.m3u8
大转折——挺进大别山1996(HD国语版),https://yzzy.play-cdn11.com/20221113/7638_7e06ee64/index.m3u8
峠最后的武士2021(HD中字),https://yzzy.play-cdn10.com/20221113/11427_43ba70ec/index.m3u8
感谢您的服役2017(HD中字版),https://yzzy.play-cdn10.com/20221109/9423_43cebad6/index.m3u8
两个小八路1978(HD国语版),https://yzzy.play-cdn11.com/20221108/5730_35a2c7ba/index.m3u8
东进序曲1962(HD国语版),https://yzzy.play-cdn11.com/20221108/5721_55b251c8/index.m3u8
东方美女1989(HD国语版),https://yzzy.play-cdn11.com/20221108/5720_159b39fa/index.m3u8
九死一生之把一切献给党1992(HD国语版),https://yzzy.play-cdn11.com/20221107/5116_7f5a2b7f/index.m3u8
永恒之路2017(HD中字版),https://yzzy.play-cdn9.com/20221106/14242_c7ca0389/index.m3u8
空战英豪2006(HD中字版),https://yzzy.play-cdn12.com/20221106/471_271c8001/index.m3u8
空战英豪2006(HD国语中字版),https://yzzy.play-cdn12.com/20221106/472_1fbadd0f/index.m3u8
沙漠伏击2021(HD中字版),https://yzzy.play-cdn12.com/20221106/461_78c7d48a/index.m3u8
战火中的银行家2018(HD中字版),https://yzzy.play-cdn10.com/20221101/6420_35dccb17/index.m3u8
南汉山城2017(HD中字版),https://yzzy.play-cdn10.com/20221029/4152_e9fdeb1b/index.m3u8
西线无战事 2022(HD中字版),https://yzzy.play-cdn10.com/20221028/3777_04df33cd/index.m3u8
私人战争2018(HD中字版),https://yzzy.play-cdn10.com/20221027/3616_7a54a098/index.m3u8
我的上高2017(HD中字版),https://yzzy.play-cdn11.com/20221026/1017_7cbd9718/index.m3u8
辛迪斯2019(HD中字版),https://yzzy.play-cdn10.com/20221026/3303_b39b2a9b/index.m3u8
摇摆狂潮2018(HD中字版),https://yzzy.play-cdn9.com/20221026/11103_d1e524f3/index.m3u8
比赛2020(HD中字版),https://yzzy.play-cdn10.com/20221024/2376_da0b99f0/index.m3u8
誓血五人组2020(HD中字版),https://yzzy.play-cdn10.com/20221021/1800_ee913966/index.m3u8
地狱尖兵2022(HD中字版),https://yzzy.play-cdn6.com/20221020/20770_384e8850/index.m3u8
浴火鸟2021(HD中字版),https://yzzy.play-cdn6.com/20221018/20635_fc326f46/index.m3u8
等待安雅2020(HD中字版),https://yzzy.play-cdn10.com/20221017/25_945ab524/index.m3u8
被涂污的鸟2019(HD中字版),https://yzzy.play-cdn6.com/20221016/20165_50178238/index.m3u8
美利坚邦联2019(HD中字版),https://yzzy.play-cdn7.com/20221013/22675_327e3da6/index.m3u8
托米莉斯女王2019(HD中字版),https://yzzy.play-cdn9.com/20221013/5541_8eacd0d8/index.m3u8
战地之狼2022(HD中字版),https://yzzy.play-cdn7.com/20221003/21406_c29b8af1/index.m3u8
夏日国度2020(HD中字版),https://yzzy.play-cdn7.com/20221002/21310_569d536f/index.m3u8
决战之后1991(HD国语版),https://yzzy.play-cdn7.com/20221002/21321_b9c8a0c8/index.m3u8
特级英雄黄继光2022(HD国语版),https://yzzy.play-cdn6.com/20221001/18258_ac7c1314/index.m3u8
一个都不能少1999(HD国语版),https://yzzy.play-cdn6.com/20221001/18256_0e2850b4/index.m3u8
A计划 2021(HD中字版),https://yzzy.play-cdn6.com/20220930/18192_926e3602/index.m3u8
有史以来最棒的啤酒运送2022(HD中字版),https://yzzy.play-cdn6.com/20220930/18191_aa4f860e/index.m3u8
我眼中的阴影2021(HD中字版),https://yzzy.play-cdn6.com/20220926/17771_ec84fe48/index.m3u8
勇士连2022(HD国语版),https://yzzy.play-cdn6.com/20220924/17238_d15b2e96/index.m3u8
高地战2011(HD中字版),https://yzzy.play-cdn8.com/20220921/20959_6c7b278a/index.m3u8
美国谋杀故事：隔壁那家人2020(HD中字版),https://yzzy.play-cdn7.com/20220919/18505_9794ac0e/index.m3u8
猪排山1959(HD中字版),https://yzzy.play-cdn7.com/20220915/17895_c7022b02/index.m3u8
第4防御区2014(HD中字版),https://yzzy.play-cdn7.com/20220915/17893_335d9b2d/index.m3u8
大幻影1937(HD中字版),https://yzzy.play-cdn7.com/20220915/17891_9e020c65/index.m3u8
最后救援2015(HD中字版),https://yzzy.play-cdn6.com/20220914/14698_412f2655/index.m3u8
战火中的芭蕾2015(HD国语版),https://yzzy.play-cdn6.com/20220914/14697_1f60eb88/index.m3u8
这里的黎明静悄悄 1972(HD中字版),https://yzzy.play-cdn6.com/20220914/14696_cb87c3ff/index.m3u8
这里的黎明静悄悄 2015(HD中字版),https://yzzy.play-cdn6.com/20220914/14695_4e24f588/index.m3u8
西部战线2015(HD中字版),https://yzzy.play-cdn6.com/20220914/14694_8b791480/index.m3u8
诱狼2015(HD中字版),https://yzzy.play-cdn6.com/20220914/14693_9adfe58f/index.m3u8
小男孩2015(HD中字版),https://yzzy.play-cdn6.com/20220914/14692_043ad4df/index.m3u8
延坪海战2015(HD中字版),https://yzzy.play-cdn6.com/20220914/14691_31e7600d/index.m3u8
日本的天空下2015(HD中字版),https://yzzy.play-cdn6.com/20220914/14690_20ea7b16/index.m3u8
日本最长的一天2015(HD中字版),https://yzzy.play-cdn6.com/20220914/14689_cdfd4b67/index.m3u8
鬣狗之路2015(HD中字版),https://yzzy.play-cdn6.com/20220914/14688_6314f642/index.m3u8
烈日长虹2001(HD中字版),https://yzzy.play-cdn6.com/20220914/14687_bcf77dda/index.m3u8
葛底斯堡1993(HD中字版),https://yzzy.play-cdn6.com/20220914/14685_3da85c49/index.m3u8
锅盖头3：绝地反击2016(HD中字版),https://yzzy.play-cdn6.com/20220914/14684_87376420/index.m3u8
开战日2015(HD中字版),https://yzzy.play-cdn6.com/20220914/14683_744579dd/index.m3u8
大变局之梦回甲午2015(HD国语版),https://yzzy.play-cdn6.com/20220914/14682_6cfdea6e/index.m3u8
动物园长的夫人2017(HD中字版),https://yzzy.play-cdn6.com/20220914/14681_2054bbe7/index.m3u8
爆破2006(HD中字版),https://yzzy.play-cdn6.com/20220914/14680_7034f1c5/index.m3u8
动物奇缘2017(HD中字版),https://yzzy.play-cdn6.com/20220914/14666_2eb2e4b6/index.m3u8
敌对区域2017(HD中字版),https://yzzy.play-cdn6.com/20220914/14667_a07f8c6c/index.m3u8
集中营里的摄影师2018(HD中字版),https://yzzy.play-cdn6.com/20220914/14668_7376a05b/index.m3u8
敢死营2015(HD中字版),https://yzzy.play-cdn6.com/20220914/14669_57b14d19/index.m3u8
哈迪塞镇之战2007(HD中字版),https://yzzy.play-cdn6.com/20220914/14670_fd381f72/index.m3u8
加齐号的攻击2017(HD中字版),https://yzzy.play-cdn6.com/20220914/14671_d8d1daf4/index.m3u8
苦难的收获2017(HD中字版),https://yzzy.play-cdn6.com/20220914/14672_4b9c743b/index.m3u8
例外2016(HD中字版),https://yzzy.play-cdn6.com/20220914/14673_199d20ca/index.m3u8
仁川登陆作战2016(HD中字版),https://yzzy.play-cdn6.com/20220914/14674_460ddca5/index.m3u8
千码凝视2018(HD中字版),https://yzzy.play-cdn6.com/20220914/14675_655dcb5f/index.m3u8
生死之墙2017(HD中字版),https://yzzy.play-cdn6.com/20220914/14676_edb3f296/index.m3u8
心有灵犀2018(HD中字版),https://yzzy.play-cdn6.com/20220914/14677_035c260b/index.m3u8
沃伦2016(HD中字版),https://yzzy.play-cdn6.com/20220914/14678_8f9e652b/index.m3u8
最后一个音符2017(HD中字版),https://yzzy.play-cdn6.com/20220914/14679_7bee0430/index.m3u8
大决战之辽沈战役1991(HD国语版),https://yzzy.play-cdn8.com/20220913/19458_9e2b757c/index.m3u8
大决战之平津战役1992(HD国语版),https://yzzy.play-cdn8.com/20220913/19459_0f0af818/index.m3u8
军团2019(HD中字版),https://yzzy.play-cdn8.com/20220913/19460_26373138/index.m3u8
长沙里：被遗忘的英雄们2019(HD中字版),https://yzzy.play-cdn8.com/20220913/19461_04f64c5a/index.m3u8
危机：龙潭之战2019(HD中字版),https://yzzy.play-cdn8.com/20220913/19462_6426d847/index.m3u8
针眼1981(HD中字版),https://yzzy.play-cdn8.com/20220913/19463_c5d2f687/index.m3u8
大决战之淮海战1991(HD国语版),https://yzzy.play-cdn8.com/20220913/19454_b73e6b47/index.m3u8
不朽的走廊2019(HD中字版),https://yzzy.play-cdn8.com/20220913/19455_dec89d5e/index.m3u8
伯德街小岛1997(HD中字版),https://yzzy.play-cdn8.com/20220913/19456_8ace84e6/index.m3u8
阿基米德大战2019(HD中字版),https://yzzy.play-cdn8.com/20220913/19457_90ece9fc/index.m3u8
凤梧洞战斗2019(HD中字版),https://yzzy.play-cdn7.com/20220913/17762_58714bed/index.m3u8
大作战2019(HD中字版),https://yzzy.play-cdn7.com/20220913/17763_3530a42d/index.m3u8
赤壁(下)2009(HD国语版),https://yzzy.play-cdn7.com/20220913/17764_888570f9/index.m3u8
赤壁(上)2008(HD国语版),https://yzzy.play-cdn7.com/20220913/17765_6a0ea934/index.m3u8
400发子弹2021(HD中字版),https://yzzy.play-cdn7.com/20220913/17747_f6668b58/index.m3u8
地雷区2015(HD中字版),https://yzzy.play-cdn7.com/20220913/17748_8ee129d2/index.m3u8
灰猎犬号2020(HD中字版),https://yzzy.play-cdn7.com/20220913/17751_85389cd8/index.m3u8
灰狗攻击2019(HD中字版),https://yzzy.play-cdn7.com/20220913/17752_b93c0b76/index.m3u8
极地重生2001(HD中字版),https://yzzy.play-cdn7.com/20220913/17753_29ecd299/index.m3u8
勒热夫战役2019(HD中字版),https://yzzy.play-cdn7.com/20220913/17754_9a67b9bf/index.m3u8
灵魂暴风雪2019(HD中字版),https://yzzy.play-cdn7.com/20220913/17755_3238da8a/index.m3u8
裸露在狼群2015(HD中字版),https://yzzy.play-cdn7.com/20220913/17756_f3748a93/index.m3u8
女狙击手2015(HD中字版),https://yzzy.play-cdn7.com/20220913/17757_353f56c7/index.m3u8
血战西盘岛2013(HD中字版),https://yzzy.play-cdn7.com/20220913/17758_2ac28995/index.m3u8
全金属外壳1987(HD中字版),https://yzzy.play-cdn7.com/20220913/17759_164097e7/index.m3u8
突出部之役：冬季战争2020(HD中字版),https://yzzy.play-cdn7.com/20220913/17760_ae6606ee/index.m3u8
最后一搏2019(HD中字版),https://yzzy.play-cdn7.com/20220913/17761_2360b6f2/index.m3u8
大进军——南线大追歼1997(HD国语版),https://yzzy.play-cdn8.com/20220912/19385_3bc3f29f/index.m3u8
大进军——席卷大西南1998(HD国语版),https://yzzy.play-cdn8.com/20220912/19384_83eeaf90/index.m3u8
大进军——大战宁沪杭1999(HD国语版),https://yzzy.play-cdn8.com/20220912/19382_ec15454a/index.m3u8
大进军——解放大西北1996(HD国语版),https://yzzy.play-cdn8.com/20220912/19381_af71ca65/index.m3u8
卓娅2021(HD中字版),https://yzzy.play-cdn6.com/20220912/14491_753a9c65/index.m3u8
坦克大决战1965(HD中字版),https://yzzy.play-cdn6.com/20220912/14489_effe662d/index.m3u8
飞行员2021(HD中字版),https://yzzy.play-cdn6.com/20220912/14488_f38a8011/index.m3u8
红色幽灵2020(HD中字版),https://yzzy.play-cdn6.com/20220912/14486_e398c8cb/index.m3u8
波斯坦妮·卡迪娜拉2021(HD中字版),https://yzzy.play-cdn6.com/20220912/14485_e10cc9fc/index.m3u8
PT-218的叛军2021(HD中字版),https://yzzy.play-cdn6.com/20220912/14483_2a3b1397/index.m3u8
奥斯维辛报告2020(HD中字版),https://yzzy.play-cdn6.com/20220912/14482_f9e74e8f/index.m3u8
云霄之上2021(HD国语版),https://yzzy.play-cdn8.com/20220812/13276_7c73adf4/index.m3u8
小野田的丛林万夜2021(HD中字版),https://yzzy.play-cdn8.com/20220809/12921_4b69c03a/index.m3u8
零和一2021(HD中字版),https://yzzy.play-cdn7.com/20220809/10748_b844400d/index.m3u8
被遗忘的战役2020(HD中字版),https://yzzy.play-cdn7.com/20220808/10707_f654b756/index.m3u8
呼叫班德拉斯2018(HD中字版),https://yzzy.play-cdn8.com/20220807/12671_f4fa9a6c/index.m3u8
列宁格勒2009(HD中字版),https://yzzy.play-cdn7.com/20220805/10230_0fa98f60/index.m3u8
兄弟2009(HD中字版),https://yzzy.play-cdn7.com/20220802/9777_1ab05d6e/index.m3u8
狙击手·白乌鸦2022(HD中字版),https://yzzy.play-cdn8.com/20220801/11995_41af70ea/index.m3u8
自己去看1985(HD中字版),https://yzzy.play-cdn8.com/20220731/11891_3156a7fd/index.m3u8
老虎连2000(HD中字版),https://yzzy.play-cdn8.com/20220722/9497_c68a6c8b/index.m3u8
先锋之那时青春2016(HD国语版),https://yzzy.play-cdn8.com/20220722/9531_2c56e88b/index.m3u8
科里奥兰纳斯2011(HD中字版),https://yzzy.play-cdn8.com/20220722/9433_b6289b9a/index.m3u8
少年汉尼拔2007(HD中字版),https://yzzy.play-cdn7.com/20220721/6965_c99751b7/index.m3u8
焦土之城2010(HD中字版),https://yzzy.play-cdn7.com/20220721/6970_47ea145e/index.m3u8
从海底出击1981(HD中字版),https://yzzy.play-cdn6.com/20220719/5138_9f0017e6/index.m3u8
奇袭60阵地2010(HD中字版),https://yzzy.play-cdn6.com/20220719/5101_6363f92c/index.m3u8
铁皮鼓1979(HD中字版),https://yzzy.play-cdn6.com/20220719/5105_9d113f28/index.m3u8
天国王朝2005(HD中字版),https://yzzy.play-cdn6.com/20220719/5106_cb8ac19e/index.m3u8
影武者1980(HD中字版),https://yzzy.play-cdn6.com/20220719/5111_d951cc61/index.m3u8
巴顿将军1970(HD中字版),https://yzzy.play-cdn6.com/20220718/5031_6bf36b84/index.m3u8
泰王纳黎萱2006(HD中字版),https://yzzy.play-cdn6.com/20220718/5028_a8bd3a2a/index.m3u8
珍珠港2001(HD中字版),https://yzzy.play-cdn6.com/20220718/5024_63ecf32f/index.m3u8
伊万·杰尼索维奇2021(HD中字版),https://yzzy.play-cdn6.com/20220717/4909_705c9c91/index.m3u8
阿依达，你往何处去？2020(HD中字版),https://yzzy.play-cdn6.com/20220715/4642_88840555/index.m3u8
海上神鹰1959(DVD中字版),https://yzzy.play-cdn7.com/20220711/4422_e5d8573a/index.m3u8
人民的战士1952(DVD国语版),https://yzzy.play-cdn6.com/20220711/3947_53e55c11/index.m3u8
山2 2016(HD中字版),https://yzzy.play-cdn8.com/20220710/3708_833735c6/index.m3u8
山1 2012(HD中字版),https://yzzy.play-cdn8.com/20220710/3707_140305d3/index.m3u8
火娃1978(HD国语版),https://yzzy.play-cdn8.com/20220710/3698_398f5b61/index.m3u8
悠悠故人情1984(HD国语版),https://yzzy.play-cdn8.com/20220710/3683_b811b775/index.m3u8
高山下的花环1984(HD国语版),https://yzzy.play-cdn8.com/20220709/3334_0f848fea/index.m3u8
碧海红波1975(HD中字版),https://yzzy.play-cdn6.com/20220709/3715_3f0f6d19/index.m3u8
硫磺岛的来信2006(HD中字版),https://yzzy.play-cdn8.com/20220708/2502_b5c954fd/index.m3u8
自有后来人1963(HD国语版),https://yzzy.play-cdn7.com/20220708/4023_21bfe737/index.m3u8
约克军曹1941(HD中字版),https://yzzy.play-cdn7.com/20220708/4025_57195776/index.m3u8
决战斯大林格勒1993(HD中字版),https://yzzy.play-cdn6.com/20220708/3637_cdb52731/index.m3u8
战马2011(HD中字版),https://yzzy.play-cdn8.com/20220707/2252_5cee485b/index.m3u8
带兵的人1964(HD国语版),https://yzzy.play-cdn8.com/20220707/2226_a0372bb2/index.m3u8
冬梅1960(HD国语版),https://yzzy.play-cdn8.com/20220707/2224_e8498d4e/index.m3u8
吕梁英雄1950(HD国语版),https://yzzy.play-cdn8.com/20220707/2218_8c6cc321/index.m3u8
胜利重逢1951(HD国语版),https://yzzy.play-cdn8.com/20220707/2212_866fca9d/index.m3u8
陕北牧歌1951(HD国语版),https://yzzy.play-cdn8.com/20220707/2211_db078bd4/index.m3u8
和平2019(HD中字版),https://yzzy.play-cdn7.com/20220706/3772_36c29ffb/index.m3u8
湖上的斗争1955(HD国语版),https://yzzy.play-cdn8.com/20220706/1518_f1707962/index.m3u8
桂河大桥1957(HD中字版),https://yzzy.play-cdn8.com/20220706/1519_a171c7c8/index.m3u8
翠岗红旗1951(HD国语版),https://yzzy.play-cdn8.com/20220706/1523_2b33498b/index.m3u8
决斗的人1977(HD中字版),https://yzzy.play-cdn8.com/20220705/942_e543acae/index.m3u8
南海的早晨1964(HD国语版),https://yzzy.play-cdn7.com/20220704/3506_6f31cb55/index.m3u8
多可爱的战争1969(HD中字版),https://yzzy.play-cdn7.com/20220703/3319_c00aa8ea/index.m3u8
火海情涛1965(HD中字版),https://yzzy.play-cdn8.com/20220703/18_2b681f81/index.m3u8
南岛风云1955(HD国语版),https://yzzy.play-cdn8.com/20220703/11_13b85872/index.m3u8
怒潮1963(HD国语版),https://yzzy.play-cdn8.com/20220703/8_18bf8c23/index.m3u8
无形的战线1949(HD国语版),https://yzzy.play-cdn8.com/20220703/6_1357d1cf/index.m3u8
黑太阳731续集之杀人工厂1992(HD中字版),https://yzzy.play-cdn7.com/20220701/2070_7de21992/index.m3u8
你逃我也逃1942(HD中字版),https://yzzy.play-cdn6.com/20220702/2584_4286f1e1/index.m3u8
亚历山大·涅夫斯基1938(HD中字版),https://yzzy.play-cdn6.com/20220702/2580_a428dd6b/index.m3u8
长虹号起义1958(HD国语版),https://yzzy.play-cdn6.com/20220702/2575_9e363284/index.m3u8
英雄小八路1961(HD中字版),https://yzzy.play-cdn6.com/20220702/2577_75fae944/index.m3u8
亡命雷区2016(HD中字版),https://yzzy.play-cdn6.com/20220701/2443_2c6e490b/index.m3u8
林则徐[电影版]1959(HD国语版),https://yzzy.play-cdn7.com/20220701/2044_6d611a6a/index.m3u8
纳粹狂魔1969(HD中字版),https://yzzy.play-cdn7.com/20220701/1991_6888e1c2/index.m3u8
西部骑士1968(HD中字版),https://yzzy.play-cdn7.com/20220630/1822_df97d8ae/index.m3u8
大刀记1977(HD国语版),https://yzzy.play-cdn7.com/20220630/1839_2191e94b/index.m3u8
怒海轻骑1955(HD国语版),https://yzzy.play-cdn7.com/20220628/1131_b4bf461c/index.m3u8
回民支队1959(HD国语版),https://yzzy.play-cdn7.com/20220628/1123_7264a310/index.m3u8
长空比翼1958(HD国语版),https://yzzy.play-cdn6.com/20220628/1928_1da5db37/index.m3u8
战火中的青春1959(HD国语版),https://yzzy.play-cdn6.com/20220628/1927_5a7fdab4/index.m3u8
血战莱茵河1951(HD中字版),https://yzzy.play-cdn6.com/20220628/1926_8ae7c59f/index.m3u8
新儿女英雄传1951(HD国语版),https://yzzy.play-cdn6.com/20220628/1925_f3f681d1/index.m3u8
死囚越狱1956(HD中字版),https://yzzy.play-cdn6.com/20220628/1924_b1d3e0a3/index.m3u8
金沙江畔1963(HD国语版),https://yzzy.play-cdn6.com/20220627/1800_d2c2f71f/index.m3u8
碧海丹心1963(HD国语版),https://yzzy.play-cdn7.com/20220625/602_7864b940/index.m3u8
烽火列车1960(HD国语版),https://yzzy.play-cdn7.com/20220625/606_7cc300e6/index.m3u8
钢铁战士1950(HD国语版),https://yzzy.play-cdn7.com/20220625/611_95f72aa2/index.m3u8
光荣之路1957(HD中字版),https://yzzy.play-cdn7.com/20220625/612_87054e76/index.m3u8
解放4：柏林之战1971(HD中字版),https://yzzy.play-cdn7.com/20220625/613_d05b74aa/index.m3u8
甲午风云1962(HD国语版),https://yzzy.play-cdn7.com/20220625/614_129c972e/index.m3u8
解放5：最后一击1971(HD中字版),https://yzzy.play-cdn7.com/20220625/615_da3d1a46/index.m3u8
七天七夜1962(HD国语版),https://yzzy.play-cdn7.com/20220625/628_d6e307f3/index.m3u8
英雄坦克手1962(HD国语版),https://yzzy.play-cdn7.com/20220625/634_1792853d/index.m3u8
延安游击队1961(HD国语版),https://yzzy.play-cdn7.com/20220625/635_0575f153/index.m3u8
冰山上的来客1963(HD国语版),https://yzzy.play-cdn7.com/20220625/570_fc81b652/index.m3u8
冲破黎明前的黑暗1956(HD国语版),https://yzzy.play-cdn7.com/20220625/566_05c4c0c0/index.m3u8
丁龙镇1978(HD国语版),https://yzzy.play-cdn7.com/20220625/563_528b8828/index.m3u8
狼牙山五壮士1958(HD国语版),https://yzzy.play-cdn7.com/20220625/551_0ef33bb6/index.m3u8
解放1：炮火弧线1970(HD中字版),https://yzzy.play-cdn7.com/20220625/550_def91579/index.m3u8
智取威虎山1970(HD国语版),https://yzzy.play-cdn7.com/20220625/538_bc959dc2/index.m3u8
永不消逝的电波1958(HD国语版),https://yzzy.play-cdn7.com/20220625/537_de685964/index.m3u8
